,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
10,20200511,20200511123142,Futures lower on fears of another wave of virus infections,"U.S. stock index futures fell on Monday following a strong week of gains for Wall Street, as investors turned cautious about a second wave of coronavirus infections with several countries reopening economies.","For central banks, hope for precision fades amid pandemic uncertainty",Over 80% of U.S. small businesses expect longer impact of pandemic: survey,"As U.S. meat workers fall sick and supplies dwindle, exports to China soar",Midnight haircuts: France wastes no time getting back to work,Saudi Arabia triples VAT rate as oil revenues tumble,"World's second oldest airline, Avianca, goes bust",Under Armour's quarterly revenue slumps on lockdowns hit,"Chinese investment in U.S. drops, pandemic to weigh on this year's bilateral flows: report",Marriott quarterly profit misses lowered estimates as bookings plunge,"BA owner says burning cash, quarantine plan will make it worse",Washington in talks with chipmakers about building U.S. factories,Starbucks to reopen UK drive-thru locations this week,"Athletic apparel maker Under Armour Inc   on Monday reported a 23% fall in quarterly revenue, as retailers across the world remained shut due to the COVID-19 pandemic.","Chinese direct investment in the United States dropped to the lowest level since 2009 last year amid bilateral tensions, and the COVID-19 pandemic will continue to weigh on investment flows between the world's two biggest economies, according to a report.","Marriott International Inc  fell short of already drastically lowered expectations for quarterly profit on Monday, as bookings plunged due to coronavirus-led travel restrictions.","British Airways owner IAG has exhausted every avenue to shore up its finances and is burning through cash, its CEO said on Monday, as the aviation industry warned of the fresh damage it would suffer if Britain quarantines international arrivals.","The Trump administration is in talks with semiconductor companies about building chip factories in the United States, representatives from two chipmakers said on Sunday.",Starbucks Corp  said on Monday it would begin a phased reopening of all its drive-thru locations and some takeaway-only stores in the United Kingdom as the country eases coronavirus-led restrictions on road travel.
11,20200512,20200512101648,China announces new tariff waivers for some U.S. imports,"China announced on Tuesday a new list of 79 U.S. products eligible for waivers from retaliatory tariffs imposed at the height of the bilateral trade war, amid continued pressure on Beijing to boost imports from the United States.",Stocks rally falters as virus and trade nerves linger,"Once taboo, investors begin to imagine negative U.S. rates",U.S. federal court to consider payout suit brought by RBS whistleblower,Saudi Aramco net profit falls 25% as oil prices slide,"Musk says 'ready for arrest,' reopens plant against local order","As lockdown eases, Parisians go shopping again",Montana judge upholds ruling that canceled Keystone XL pipeline permit,Popeyes sticks to China expansion plan in spite of virus,Tesla's Musk says ready for arrest as he reopens California plant against local order,Saudi Aramco profit falls 25% but dividend in line with planned payout for year,BOC Aviation says lessors may have to take back planes later this year,Ryanair to resume 40% of July flights with new rules for passengers,A federal judge in Montana on Monday upheld his ruling last month that canceled an environmental permit for the long-delayed Keystone XL oil pipeline and threatened other oil and natural gas pipeline projects with delays.,"Fried chicken chain Popeyes is forging ahead with the opening of its first outlet in China despite the coronavirus outbreak and plans to set up ""a few more"" by the end of the year in several  Chinese cities, its executives said on Tuesday.","Tesla Inc  Chief Executive Elon Musk on Monday said production was resuming at the automaker's sole U.S. vehicle factory, in California, defying an order to stay closed and saying if anyone had to be arrested it should be him.","Saudi Aramco, the world's top oil exporting company, on Tuesday reported a 25% fall in first-quarter net profit, missing analyst estimates, but its quarterly dividend was in line with a plan for a $75 billion payout for the year.","Aircraft lessors may need to start taking back some planes in the second half of the year, the CEO of BOC Aviation Ltd  said, adding that the pandemic-hit aviation market could take until 2023 to fully rebound.",Ryanair on Tuesday confirmed it will return to 40% of its planned flight schedule from July 1 and will require passengers to wear face coverings and to ask crew permission to use the toilet.
12,20200513,20200513114714,U.S. reports record $738 billion budget deficit in April,The United States on Tuesday reported a record $738 billion budget deficit in April as an explosion in government spending and a shrinking of revenues amid the novel coronavirus pandemic pushed it deeply into the red.,"Musk, Texas governor talk about potential Tesla move to Lone Star state",Futures rise ahead of Fed Chair Powell's address,Fed's Powell to assess next phase of pandemic economy,Carbon Shift: Green hydrogen's time has come,UK economy shrinks at record pace,Sony profits tumble despite gaming boost,Intel Capital invests in Chinese chip companies amid tech tensions,Tesla's California fight heats up competition for jobs,"Sony braces for lowest profit in four years, hit broadly by coronavirus","Qatar Airways in talks to defer Airbus, Boeing orders: SCMP",Amazon expects to extend France warehouse closures to May 18,"EasyJet, Germanwings lose legal fight against EU's Italian airport ruling","Intel Capital, the venture arm of chipmaker Intel Corp , has invested in two Chinese startups in the semiconductor sector, the company announced on Wednesday, as part of its latest batch of deals.","Tesla Inc Chief Executive Elon Musk's fight with local  authorities over the reopening of its California plant has gotten the attention of those who scout sites for new factories and corporate offices, as well as economic development officials hungry for more jobs.","Sony Corp  expects operating profit to drop at least 30% this financial year to its lowest in four years as the company anticipates a hit to demand for its TVs, cameras and smartphone image sensors from the coronavirus outbreak.","Qatar Airways, one of the Middle East's biggest airlines, is in talks with Airbus  and Boeing  to defer aircraft orders for several years, its chief executive was quoted as saying on Wednesday.","Amazon  plans to extend until May 18 the closure of its six French warehouses, which have been closed since April 16 after court rulings ordering the U.S. e-commerce giant to restrict deliveries during the coronavirus pandemic.",Easyjet  and Lufthansa's  Germanwings on Wednesday lost their challenge against an EU ruling ordering Italy to recover illegal state aid granted to airlines serving Sardinia.
13,20200514,20200514114340,U.S. weekly jobless benefits to stay elevated as coronavirus layoffs widen,"The global novel coronavirus crisis continues to batter the U.S. labor market, with millions more Americans, including white collar workers, expected to have filed for unemployment benefits last week as the hit from the pandemic spills over into a broader swath of the economy.",Futures dip on fears of prolonged economic downturn,Storm clouds gather over U.S. stocks as hopes of quick recovery fade,JPMorgan's U.S. credit card holders spent 40% less due to coronavirus,"Temperature checks, masks the new normal for air travel",Uber to require drivers and riders to wear masks,Wall Street slumps after somber Fed outlook,"Fed's credit operation launched, but job already done",Uber offer for Grubhub fans worries over delivery fees charged to restaurants,Trump says he's very disappointed in China-Fox Business Network,Fiat Chrysler/Peugeot deal in spotlight after Exor setbacks,BMW CEO sees 'very slow' U.S. recovery after corona rebound in China,IAG's Walsh says Britain is throttling a travel recovery,"The Federal Reserve's pledged support for exchange-traded funds may not end up costing the central bank much, but will still have the desired effect of keeping the credit market afloat.","The possibility that Uber Technologies Inc , which runs Uber Eats, could acquire Grubhub Inc  is reigniting some restaurants' worries over the commissions charged to eateries by the third-party delivery companies.",U.S. President Donald Trump on Thursday said he was very disappointed in China after the novel coronavirus broke out soon after the two countries agreed on a Phase 1 trade deal.,Fiat Chrysler's  decision to scrap its dividend marks another setback for plans by the Agnelli family's Exor  arm to raise cash after a $9 billion sale of its reinsurer unit PartnerRe collapsed this week.,"BMW  on Thursday said China sales of luxury passenger cars rebounded in April but the German premium car and motorbike manufacturer cautioned that other markets including the United States will be ""very slow"" to recover from the corona pandemic.","Britain's quarantine plans and a minister's comment that big foreign holidays were unlikely this year are seriously hindering any travel recovery, said Willie Walsh the boss of British Airways parent company IAG ."
14,20200515,20200515115151,Exclusive: U.S. moves to cut Huawei off from global chip suppliers,"The Trump administration on Friday moved to block shipments of semiconductors to Huawei Technologies from global chipmakers, in an action that could ramp up tensions with China.",Coronavirus likely hammered U.S. retail sales again in April,Futures fall on U.S. plan to cut Huawei off from global chip suppliers,Pandemic stirs Wall Street’s social conscience,Taiwan's TSMC to build Arizona chip plant,"Chinese factories fire up again, but shoppers stay home","Cathay Pacific loses money, flags 'very bleak' outlook",U.S. employers wary of coronavirus 'immunity' tests as they move to reopen,Taiwan's TSMC to build Arizona chip plant as U.S.-China tech rivalry escalates,"Companies fear coronavirus liability lawsuits. So far, few exist","Exclusive: Nissan sees bigger role for U.S., China markets in global car sales - sources",Airline industry not likely to recover for at least a year: Southwest CEO,U.S. food aid program launches with companies scrambling to deliver,U.S. employers have cooled to the idea of testing workers for possible immunity to the coronavirus as they prepare to reopen factories and other workplaces.,"Taiwan Semiconductor Manufacturing Co Ltd , the biggest contract chipmaker, said it plans to build a $12 billion factory in Arizona in an apparent win for the Trump administration's efforts to wrestle global tech supply chains back from China.",Businesses are urging U.S. lawmakers to shield companies from what they fear could be a flood of lawsuits by workers and consumers blaming employers for exposing them to the new coronavirus.,"Nissan Motor Co  expects equal contributions to global car sales from China, the United States and elsewhere in coming years as the struggling Japanese carmaker strategises to recover profitability, two people with knowledge of the issue said.","The airline industry is not likely to recover to pre-coronavirus levels for at least the next six to 12 months, Southwest Airlines Co  Chief Executive Officer Gary Kelly said on Thursday.",Texas-based CRE8AD8 LLC bid for a federal government contract to quickly rescue food from struggling farmers and deliver it to U.S. food banks as fallout from the coronavirus pandemic has put millions of Americans out of work and driven many to seek help putting food on the table.
15,20200516,20200516123817,J.C. Penney files for bankruptcy protection,"J.C. Penney Co Inc filed for bankruptcy protection on Friday with plans to permanently close some stores and also explore a possible sale, making it the latest brick-and-mortar retailer to crumble as prolonged store closures in response to the COVID-19 pandemic drive a final stake through long-troubled businesses.","Saudi wealth fund boosts U.S. holdings with stakes in Citi, Boeing, Facebook",Exclusive: U.S. Justice Dept. subpoenas Wall Street banks for small business loans info - sources,China asks United States to stop 'unreasonable suppression' of Huawei,Worst Wall St. week since March ends with a rally,Employers wary of 'immunity' tests for workers,Stimulus will boost value stocks: advisor,"Amazon says 'appropriate' executive to be available, as U.S. panel calls on Bezos to testify",Wall Street Week Ahead: Investors prepare for more U.S. stock swings as states reopen,Fed warns of 'significant' financial vulnerabilities from pandemic,U.S. state attorneys general likely to bring antitrust lawsuits against Google -source,California officials reject subsidies for Musk's SpaceX over Tesla spat,British grocer Tesco's slavery review reports abuses in Malaysia,"Amazon.com Inc  said on Friday it would make an ""appropriate"" executive available to the U.S. House of Representatives Judiciary Committee to testify about allegations related to how the company uses third-party sellers' data.","Investors are bracing for more turbulence in U.S. stocks, as some states prepare to reopen their economies and global trade tensions rise.","The U.S. Federal Reserve warned Friday that the financial sector faces ""significant"" vulnerabilities due to the coronavirus pandemic, as businesses and households grapple with fragile finances for the foreseeable future.","A group of state attorneys general led by Texas are likely to file an antitrust lawsuit against Alphabet Inc's Google and are working on potential litigation for later this year, a person familiar with the situation said on Friday.","A California state panel on Friday rejected a request from Elon Musk's SpaceX for $655,500 in state job and training funds, citing the chief executive's recent threats to move Tesla, the electric carmaker that he also runs, out of the state.","U.K.-based multinational groceries chain Tesco PLC  has found abuses against migrant workers at its stores and distribution centres in Malaysia and Thailand, it said in its annual modern slavery statement."
16,20200517,20200517113319,China says opposed to latest U.S. rules against Huawei,China's commerce ministry said on Sunday it is firmly opposed to the latest rules by the United States against Huawei and will take all necessary measures to safeguard Chinese firms' rights and interests.,"J.C. Penney has need for speed in bankruptcy, lawyer says","A month after negative oil prices, U.S. crude contract expiry looms",U.S. expected to revise PPP aid program for small businesses: WSJ,J.C. Penney files for bankruptcy,Worst Wall St. week since March ends with a rally,Employers wary of 'immunity' tests for workers,Disney says it will reopen shopping area at Florida resort on Wednesday,Temporary layoff schemes no cure-all in slow COVID recovery,China urges food companies to boost supplies on fears of further COVID-19 disruption,Fed says around 600 smaller banks tapped PPP facility in its first days,Wall Street Week Ahead: Investors prepare for more U.S. stock swings as states reopen,UK's Gove says EU trade deal can be done despite talks stalemate,"Walt Disney Co  will partially reopen its Disney Springs entertainment and shopping complex at Walt Disney World Resort in Florida on May 20, it said late on Saturday.","Temporary unemployment schemes operating across Europe could struggle to save the jobs of leisure and travel sector workers facing drawn-out or partial recoveries from the COVID-19 pandemic, even if they help industries that rebound quickly.",China has asked trading firms and food processors to boost inventories of grains and oilseeds as a possible second wave of coronavirus cases and worsening infection rates elsewhere raise concerns about global supply lines.,"Around 600 banks, most of them small community institutions, tapped the Federal Reserve's Paycheck Protection Program facility for about $30 billion of loans as of May 6, the U.S. central bank reported on Saturday in its first detailed disclosure under the new program.","Investors are bracing for more turbulence in U.S. stocks, as some states prepare to reopen their economies and global trade tensions rise.","British Cabinet Office minister Michael Gove said on Sunday that there was a post-Brexit trade deal to be done with the European Union providing the bloc compromised its stance, days after both sides said talks were making little progress."
17,20200518,20200518131239,What did eight weeks and $3 trillion buy the U.S. in the fight against coronavirus?,"Unemployment checks are flowing, $490 billion has been shipped to small businesses, and the U.S. Federal Reserve has put about $2.5 trillion and counting behind domestic and global markets.","U.S. mulls paying companies, tax breaks to pull supply chains from China","Huawei calls U.S. move to curb chips supply 'arbitrary', expects business impact",SoftBank's Vision Fund tumbles to $18 billion loss in 'valley of coronavirus',Ethiopian Airlines CEO 'optimistic' on post-pandemic recovery,California cafe reopens with payroll loan,Shares gain on oil boost as economies reopen,"Wall Street set to jump on stimulus, vaccine hopes",U.S. auto industry starts to return to life after lockdown,"A California cafe reopens with a payroll loan, but the future unclear",Exclusive: U.S. probes PerkinElmer's role in massive Medicare fraud - sources,Automated delivery cashes in on pandemic-driven demand,U.S. car rental firm Hertz names new CEO,"U.S. stock indexes were set to open sharply higher on Monday on optimism fueled by encouraging data from a potential COVID-19 vaccine trial, with investors also counting on more stimulus to rescue the economy from a deep economic slump.","The U.S. auto industry slowly returned to life on Monday, with some vehicle assembly plants reopening after the coronavirus lockdown while suppliers geared up to support a sector that employs nearly 1 million people.","Chris and Amy Hillyard opened their Oakland, California restaurant late last month for the first time since mid-March, thanks in large part to a government loan aimed at tiding over small firms during the worst of the coronavirus crisis.","Medical diagnostic firm PerkinElmer Inc  faces a federal investigation into its role in an alleged Medicare fraud involving tens of thousands of unnecessary genetic cancer tests, according to three sources with knowledge of the probe and documents reviewed by Reuters.","The coronavirus crisis is accelerating a shift in the world of autonomous cars toward delivering packages instead of people, as big players open up a lead over startups in the race for funding.",Hertz Global Holdings Inc  on Monday appointed Paul Stone as its chief executive officer days after the U.S. car rental company raised going-concern doubts following a bigger quarterly loss.
18,20200519,20200519114728,"Exclusive: Nasdaq to tighten listing rules, restricting Chinese IPOs - sources","Nasdaq Inc  is set to unveil new restrictions on initial public offerings (IPOs), a move that will make it harder for some Chinese companies to debut on its stock exchange, people familiar with the matter said on Monday.",Empty middle seat? Depends on which country you are flying in,JPMorgan hands out $30 billion in loans to small businesses: memo,Wall Street set to retreat as Home Depot results weigh,Empty middle seat? It depends where you're flying,UK announces new post-Brexit global tariff regime,Disney streaming exec set to be TikTok CEO,Home Depot misses profit estimates as coronavirus costs weigh,Past its peak? Battered oil demand faces threat from electric vehicles,Southwest says bookings outpace cancellations in May,"Walmart's same-store sales rise 10%, online revenues surge",Kohl's losses surge on coronavirus closures,"As coronavirus crushes small restaurants, big chains see room to move in","Home Depot Inc  missed estimates for quarterly profit on Tuesday, as the home improvement chain spent about $850 million on benefits for employees keeping its stores and warehouses running through the COVID-19 pandemic.","Oil companies may be facing uncertainty as the coronavirus pandemic triggers a collapse in demand for their products, but auto makers are betting the crisis will help accelerate an electric future.","Southwest Airlines Co  said on Tuesday it recorded positive bookings on a net basis so far this month as passenger reservations outpaced trip cancellations, helping the company slow its cash burn rate.","Walmart Inc's  first-quarter U.S. comparable sales rose 10% and the retailer reported a 74% rise in online revenue on Tuesday as stockpiling of groceries and other staples drove consumers to its stores and website during the coronavirus-related lockdowns, sending its shares up nearly 4%.","Kohl's Corp  reported a bigger-than-expected loss on Tuesday, as the department store chain's stores remained shut for most of the first quarter due to the COVID-19 lockdowns.",Prime storefronts left empty by failed businesses. Cheaper or even flexible rents. Landlords willing to add drive-thru lanes.
19,20200520,20200520124822,Johnson & Johnson to stop selling talc baby powder in U.S. and Canada,"Johnson & Johnson on Tuesday announced it would stop selling its talc Baby Powder in the United States and Canada, saying demand had dropped in the wake of what it called ""misinformation"" about the product’s safety amid a barrage of legal challenges.",U.S. Senator Rubio: Consensus seen to give companies more time for PPP loans,Target's coronavirus-led online sales surge comes at heavy costs,Wall Street set to rise as investors hold out for recovery,"AT&T; pulls DirecTV from Venezuela, citing sanctions",M&S; to speed change plans as profit falls 21%,"Rolls-Royce to cut 9,000 jobs amid air travel slump",Lowe's sales surge as lockdowns spur home improvement spending,JetBlue to keep blocking seats through July 6; United teams up with Clorox,SoftBank-backed Ola follows Uber with job cuts as revenue sinks,Deutsche Bank chairman to stand down in 2022,Delta CEO: More summer flights seen as U.S. travel slowly rises,Harley plans to ship fewer models to U.S. dealer: WSJ,"Lowe's Cos Inc  reported its biggest rise in quarterly same-store sales in at least 15 years on Wednesday, as people spent more on tools and paint for do-it-yourself projects and home repairs during the coronanvirus lockdowns.","JetBlue Airways Corp  said on Wednesday it will continue blocking seats on its aircraft through at least July 6, while United Airlines Holdings Inc  said it had teamed up with Clorox Co  and Cleveland Clinic medical experts to advise on new cleaning and safety protocols.","SoftBank Group-backed Indian ride-hailing company Ola will cut 1,400 jobs, or about 35% of its workforce, as it navigates a strict coronavirus lockdown that has halted 95% of its business, company chief Bhavish Aggarwal told employees on Wednesday.","Deutsche Bank's  chairman Paul Achleitner said he intends to step down when his term ends in 2022, heralding a new era at Germany's largest lender as it struggles to become profitable.","Delta Air Lines Inc  is likely to increase capacity this summer by adding flights in June and July as U.S. domestic travel slowly picks up amid the novel coronavirus pandemic, its chief executive officer said on Wednesday.","Harley-Davidson Inc  is reopening its factories this week at lower production rates and sending dealers a narrower range of motorcycles, the Wall Street Journal reported on Wednesday."
20,20200521,20200521110508,"Backlogs, second wave of layoffs keeping U.S. weekly jobless claims high","Millions more Americans likely filed for unemployment benefits last week as backlogs continue to be cleared and disruptions from the novel coronavirus unleash a second wave of layoffs, pointing to another month of staggering job losses in May.","While U.S. economy slides, heartland auto dealers cry out for more trucks",Lufthansa closes in on $10 billion state rescue deal,SoftBank to sell $3.1 billion worth of Japan telco unit stake,Lufthansa nears bailout; EasyJet gets ready to fly,AstraZeneca to make billion COVID vaccine doses if tests succeed,Gap ramps up robot workforce for online sales,Futures retreat as trade tensions add to pandemic woes,Traders Beware: U.S. taps new tools to find fraud in volatile commodities market,"In SoftBank slides, tofu, a goose and unicorns underpin sales pitch",Wanted: New head of WTO. Must thrive under global pressure and conflict,Gap rushes in more robots to warehouses to solve virus disruption,Japan to seek extradition of men arrested in U.S. over Ghosn escape,U.S. stock index futures fell on Thursday as growing trade tensions with China added to worries about the pace of a recovery from a coronavirus-fueled economic slump even with several countries easing lockdowns.,"When the U.S. Department of Justice charged a handful of JP Morgan Chase & Co  traders in 2018 and 2019 with alleged commodities futures manipulation, it wasn't the first time the government had probed the bank's metals trading activities.","A chastened Masayoshi Son summed up SoftBank Group Corp's  record $13 billion operating loss on stage this week with a striking image: unicorns tumbling into the ""valley of the coronavirus"".","Against the backdrop of a global pandemic, steep recession, intensifying U.S-China tensions and rising protectionism, the WTO needs to name a leader. Only the resilient should apply.","U.S. apparel chain Gap Inc is speeding up its rollout of warehouse robots for assembling online orders so it can limit human contact during the coronavirus pandemic, the company told Reuters.",Japan said on Thursday it was working to secure the rapid extradition of two men arrested in the United States on charges of enabling the dramatic escape of former Nissan Motor Co boss Carlos Ghosn from the country.
21,20200522,20200522115604,U.S. strikes at a Huawei prize: chip juggernaut HiSilicon,The latest U.S. government action against China's Huawei takes direct aim at the company's HiSilicon chip division -- a business that in a few short years has become central to China's ambitions in semiconductor technology but will now lose access to tools that are central to its success.,GM gradually restarts in Mexico as Lear Corp readies for return,"Rudderless after a rally, stock markets look for next catalyst",Wall Street Week Ahead: Investors look beyond drug makers as hunt for Covid-19 treatment heats up,UK borrowing soars to record; retail sales slump,China ditches GDP target for first time,Facebook to permanently embrace remote work,"Nissan considering 20,000 job cuts, mainly in Europe, developing nations: Kyodo",Futures retreat as Sino-U.S. tensions simmer,"With remote work plan, Facebook dashes hopes of paycheck arbitrage",France warns Renault could disappear; Nissan plans job cuts,"Alibaba revenue, profit beat as online sales surge during lockdown",Deere sees sharp fall in annual profit as lockdowns sap demand,"Nissan Motor Co  is considering cutting 20,000 jobs from its global workforce, focusing on Europe and developing countries, Kyodo news reported on Friday, as the Japanese automaker struggles to recover from plunging car sales.",U.S. stock index futures retreated on Friday as growing tensions between Washington and Beijing added to fears of a slower recovery from a coronavirus-led recession.,"With Facebook's adoption of permanent remote work on Thursday, Chief Executive Mark Zuckerberg has untethered one of Silicon Valley's biggest companies from the place that incubated it.","Europe's car industry was put on alert for more job losses on Friday as a French minister warned Renault could disappear if it didn't get help soon and a Japanese news report said partner Nissan was considering 20,000 layoffs, with many in Europe.","China's Alibaba Group Holding Ltd  reported better-than-expected quarterly revenue and profit on Friday, as the COVID-19 lockdowns drove more people to shop online for essentials.","Deere & Co  on Friday forecast a sharp fall in full-year profit as farmers and ranchers struggle to bring their goods to market because of coronavirus-led restrictions, crushing demand for equipment like harvestors and tractors."
22,20200523,20200523115802,Hertz files for U.S. bankruptcy protection as car rentals evaporate in pandemic,The more than a century old car rental firm Hertz Global Holdings Inc  filed for bankruptcy protection on Friday after its business was decimated during the coronavirus pandemic and talks with creditors failed to result in much needed relief.,Dozens of Chinese companies added to U.S. blacklist in latest Beijing rebuke,U.S. grants tentative OK for 15 air carriers to suspend service to 75 airports,Large employers push back on U.S. healthcare mergers during coronavirus crisis,Stocks end mixed ahead of partial NYSE reopen,"COVID-19, not China, will drive markets: advisor",Drug touted by Trump as COVID-19 treatment tied to higher death risk,Uber customer claims company won price-fixing suit because arbitrator was scared,"Kuehne+Nagel owner sees about 20,000 job cuts: Die Welt",Business groups push Trump to keep skilled-worker visas amid pandemic,Wall Street Week Ahead: Investors look beyond drug makers as hunt for COVID-19 treatment heats up,U.S. agencies ask FCC to rescind Ligado spectrum decision,Automaker trade backs U.S. on effort to weaken fuel efficiency rules,"An Uber customer on Friday asked a Manhattan federal judge to overturn an arbitration win for the company in a price-fixing case, arguing that the arbitrator only ruled in Uber's favor because he was scared.","Freight-forwarder Kuehne+Nagel  may cut more than 20,000 jobs, with warehouse workers most affected, as the coronavirus-caused economic crisis hits shipping, controlling shareholder Klaus-Michael Kuehne said in an interview.","A range of business groups have made an 11th-hour appeal to U.S. President Donald Trump as he weighs whether to restrict temporary work visas, warning of negative economic consequences if he blocks the flow of skilled foreign workers into the United States.","Investors are diversifying bets in the healthcare sector, as the rush to develop treatments for Covid-19 has driven up prices for some pharmaceutical stocks.","A group of U.S. agencies on Friday asked the Federal Communications Commission (FCC) to reconsider its unanimous April 22 decision to allow Ligado Networks [MOSAV.UL] to deploy a low-power nationwide mobile broadband network, saying it could pose a threat to global positioning systems (GPS).",A group representing many major automakers on Friday backed the Trump administration's decision to weaken Obama administration fuel efficiency standards but said it opposed further reductions in requirements.
23,20200524,20200524113215,Hertz files for U.S. bankruptcy protection as car rentals evaporate in pandemic,The more than a century old car rental firm Hertz Global Holdings Inc filed for bankruptcy protection on Friday after its business was decimated during the coronavirus pandemic and talks with creditors failed to result in much needed relief.,Dozens of Chinese companies added to U.S. blacklist in latest Beijing rebuke,U.S. grants tentative OK for 15 air carriers to suspend service to 75 airports,Large employers push back on U.S. healthcare mergers during coronavirus crisis,Hertz files for bankruptcy protection,Drug touted by Trump as COVID-19 treatment tied to higher death risk,Americans bulk up on home gym equipment to stay fit while staying at home,Uber customer claims company won price-fixing suit because arbitrator was scared,"Kuehne+Nagel owner sees about 20,000 job cuts: Die Welt",Lufthansa to resume flights to 20 destinations from mid-June,Business groups push Trump to keep skilled-worker visas amid pandemic,Wall Street Week Ahead: Investors look beyond drug makers as hunt for COVID-19 treatment heats up,Jaguar seeks state loan as coronavirus pandemic takes toll: Sky News,"An Uber customer on Friday asked a Manhattan federal judge to overturn an arbitration win for the company in a price-fixing case, arguing that the arbitrator only ruled in Uber's favor because he was scared.","Freight-forwarder Kuehne+Nagel  may cut more than 20,000 jobs, with warehouse workers most affected, as the coronavirus-caused economic crisis hits shipping, controlling shareholder Klaus-Michael Kuehne said in an interview.","Lufthansa , which is in talks with the German government over a 9 billion euro ($9.8 billion) bailout, will resume flights to 20 destinations from mid-June, including some holiday hot-spots, a spokeswoman said on Sunday.","A range of business groups have made an 11th-hour appeal to U.S. President Donald Trump as he weighs whether to restrict temporary work visas, warning of negative economic consequences if he blocks the flow of skilled foreign workers into the United States.","Investors are diversifying bets in the healthcare sector, as the rush to develop treatments for Covid-19 has driven up prices for some pharmaceutical stocks.","Jaguar Land Rover  is in talks with the British government about a request for temporary state funding of more than 1 billion pounds ($1.22 billion), Sky News said on Saturday, a report the company said was inaccurate."
24,20200525,20200525112555,Stocks gain as German survey fuels optimism; dollar firm,"Stocks edged higher on Monday after a survey showed German business morale rebounded in May, boosting optimism around economic re-openings, although caution prompted the dollar to snap a rare losing streak.",VW loses landmark German case as diesel owners stand to receive damages,Most publicly listed companies keep U.S. small-business aid loans,Hertz files for U.S. bankruptcy protection as car rentals evaporate in pandemic,Japan seeks to end Tokyo's state of emergency,Aston Martin chief to be replaced: Source,Hertz files for bankruptcy protection,Dozens of Chinese companies added to U.S. blacklist in latest Beijing rebuke,U.S. grants tentative OK for 15 air carriers to suspend service to 75 airports,Large employers push back on U.S. healthcare mergers during coronavirus crisis,Investing in Spanish Nissan factory cheaper than closing it: Spanish official,"Aston Martin chief to leave, Mercedes-AMG CEO to replace him: source","Lufthansa, German government agree on rescue package: source",The United States said on Friday it would add 33 Chinese firms and institutions to an economic blacklist for helping Beijing spy on its minority Uighur population or because of ties to weapons of mass destruction and China's military.,The U.S. Transportation Department said late on Friday it had granted tentative approval to 15 airlines to temporarily halt service to 75 U.S. airports because of the coronavirus pandemic.,A group representing some of the largest U.S. employers has asked Congress for a year-long ban on mergers and acquisitions among hospitals and doctors groups that received government money to cope with the effects of the COVID-19 pandemic.,"Nissan Motor  would find it cheaper to invest in its Barcelona factory than to close it, a senior Spanish industry ministry official said on Monday, pegging the estimated cost of a shutdown at more than 1 billion euros ($1.1 billion).","Aston Martin  Chief Executive Andy Palmer is leaving the business as part of a management shake-up and will be replaced by Tobias Moers, CEO of Mercedes-AMG, a source familiar with the matter told Reuters on Sunday.","The German government and the management of flagship carrier Lufthansa , which has been hit hard by the coronavirus pandemic, have reached an agreement on state aid worth billions of euros, a source close to the matter said."
25,20200526,20200526120724,U.S. small firms leave $150 billion in coronavirus stimulus untapped,"When the U.S. government first rolled out forgivable loans to small businesses in early April under the Paycheck Protection Program, loan officers at Bank of the West in Grapevine, Texas worked nights and weekends to process a tsunami of applications.","S&P; 500 futures surge on recovery, vaccine hopes","Armed with whistleblower tips, U.S. SEC cracks down on coronavirus misconduct",Exclusive: ECB prepares for the worst: life without the Bundesbank - sources,Germany stamps authority on Lufthansa with $9.8 bln lifeline,Japan seeks to end Tokyo's state of emergency,Aston Martin chief to be replaced: Source,'How about next June?' Small meat processors backlogged as virus idles big plants,A Florida toy importer braces for retail upheaval,Sanofi shares down despite $13 billion Regeneron payday,NYSE to reopen trading floor closed by coronavirus,"Demand rise, output cuts could mean oil market balance in June",COVID-19 lawsuit takes on McDonald's like it was a rowdy bar,"Inside the small-scale Iowa abattoir Stanhope Locker and Market, owner Shaunna Zanker yawns with exhaustion as she listens to yet another farmer asking her to slaughter his pigs.","Most U.S. states have begun to reopen their economies, but Jay Foreman, chief executive of Basic Fun, said he's more worried than ever.",Shares in Sanofi  fell on Tuesday despite the French drugmaker's impending $13 billion payday from selling most of its 20.6% stake in U.S. partner Regeneron .,The New York Stock Exchange will partially reopen the trading floors at its iconic 11 Wall Street building on Tuesday for the first time since March 20 when the bourse was forced to go all-electronic due to the coronavirus pandemic.,"Recovering demand as coronavirus lockdowns ease combined with output cuts by top producers could balance global oil markets as soon as June, some analysts and banks predict.","As U.S. businesses reopen, worried workers and their advocates are borrowing a legal strategy commonly used to shut down rowdy topless bars to try and force employers to strengthen protection against further spread of the coronavirus."
